cdu_csu,spd,gruene,afd,fdp,linke,bsw,freie_waehler,date
30.8,19.1,13.6,14.1,8.2,9.2,NA,NA,2018-07-31
30.7,19,13.6,14,8.3,9.2,NA,NA,2018-08-01
30.6,19,13.6,14.2,8.3,9.2,NA,NA,2018-08-02
30.6,19,13.6,14.2,8.3,9.2,NA,NA,2018-08-03
30.6,19,13.7,14.1,8.3,9.1,NA,NA,2018-08-04
30.7,18.9,13.8,14.1,8.2,9.2,NA,NA,2018-08-07
30.8,19,13.9,14.1,8.1,9.1,NA,NA,2018-08-10
30.8,18.9,14.1,14,8.1,9.2,NA,NA,2018-08-11
30.7,18.9,14.2,14,8.1,9.2,NA,NA,2018-08-13
30.6,19,14.2,14,8.2,9.1,NA,NA,2018-08-14
30.7,19.1,14.1,14,8.2,9.1,NA,NA,2018-08-15
30.6,19.1,14.1,14,8.2,9.1,NA,NA,2018-08-17
30.5,19.1,14.2,14,8.2,9.1,NA,NA,2018-08-18
30.4,19,14.3,13.9,8.3,9.2,NA,NA,2018-08-21
30.4,19,14.2,14,8.3,9.2,NA,NA,2018-08-24
30.4,19.1,14.2,13.9,8.2,9.2,NA,NA,2018-08-25
30.4,19.1,14.2,13.8,8.2,9.2,NA,NA,2018-08-27
30,19.1,14.2,14.1,8.3,8.9,NA,NA,2018-08-28
30,19.1,14.2,14,8.3,8.9,NA,NA,2018-08-29
29.9,19,14.1,14.2,8.3,9.1,NA,NA,2018-08-30
29.9,19,14.1,14.3,8.3,9,NA,NA,2018-08-31
30,19,14.2,14.5,8.3,8.8,NA,NA,2018-09-01
30,18.9,14.2,14.5,8.2,8.8,NA,NA,2018-09-03
30,19,14.2,14.4,8.2,8.9,NA,NA,2018-09-06
29.9,19,14.2,14.5,8.2,8.9,NA,NA,2018-09-07
30,18.7,14.1,14.3,8.3,9.2,NA,NA,2018-09-08
29.9,18.7,14.2,14.3,8.3,9.1,NA,NA,2018-09-10
29.8,18.8,14.2,14.3,8.3,9.2,NA,NA,2018-09-11
29.8,18.7,14,14.6,8.2,9.3,NA,NA,2018-09-12
29.7,18.9,14.1,14.4,8.1,9.2,NA,NA,2018-09-14
29.8,19.1,14.2,14.3,8,9.3,NA,NA,2018-09-15
29.8,19.1,14.2,14.3,8,9.2,NA,NA,2018-09-17
29.9,19.2,14,14.2,8,9.2,NA,NA,2018-09-18
29.7,19.2,14.1,14.6,7.9,9.1,NA,NA,2018-09-19
29.5,19.1,14.4,14.7,8,9.2,NA,NA,2018-09-21
29.2,18.9,14.4,14.8,8.1,9.3,NA,NA,2018-09-22
29.2,18.9,14.5,14.9,8.1,9.3,NA,NA,2018-09-24
29.1,18.9,14.5,15,8.1,9.3,NA,NA,2018-09-26
28.9,18.7,14.4,15.2,8.1,9.5,NA,NA,2018-09-27
28.8,18.6,14.6,15.2,8.1,9.5,NA,NA,2018-09-28
28.7,18.5,14.7,15.2,8.2,9.5,NA,NA,2018-09-29
28.5,18.4,14.8,15.4,8.2,9.6,NA,NA,2018-10-01
28.4,18.4,14.9,15.4,8.2,9.6,NA,NA,2018-10-03
28.4,18.4,14.9,15.3,8.3,9.6,NA,NA,2018-10-04
28.4,18.3,14.9,15.3,8.3,9.6,NA,NA,2018-10-05
28.3,18.3,15.1,15.2,8.2,9.6,NA,NA,2018-10-06
28,18,15.9,15.1,8.3,9.7,NA,NA,2018-10-07
27.9,17.9,15.9,15.1,8.3,9.7,NA,NA,2018-10-09
27.8,17.7,16.1,15,8.5,9.7,NA,NA,2018-10-11
27.8,17.8,16.2,15,8.4,9.7,NA,NA,2018-10-12
27.7,17.8,16.4,14.9,8.4,9.6,NA,NA,2018-10-13
28,17.5,16.6,14.7,8.4,9.5,NA,NA,2018-10-16
28,17.5,16.7,14.6,8.4,9.5,NA,NA,2018-10-18
27.9,17.2,17.1,14.6,8.4,9.4,NA,NA,2018-10-19
27.7,16.9,17.4,14.6,8.5,9.3,NA,NA,2018-10-20
27.7,16.9,17.6,14.6,8.5,9.3,NA,NA,2018-10-23
27.7,16.9,17.6,14.6,8.5,9.3,NA,NA,2018-10-25
27.4,16.8,17.8,14.5,8.5,9.4,NA,NA,2018-10-27
27.4,16.7,17.9,14.5,8.5,9.4,NA,NA,2018-10-30
27.4,16.2,18.9,14.2,8.4,9.3,NA,NA,2018-11-03
27.6,16.3,18.5,14,8.5,9.3,NA,NA,2018-11-05
27.4,16.3,18.7,14.1,8.6,9.2,NA,NA,2018-11-07
27.4,16.3,19,14,8.5,9.2,NA,NA,2018-11-09
27.4,16.4,19.1,14,8.4,9.1,NA,NA,2018-11-10
27.4,16.5,19,13.9,8.4,9.1,NA,NA,2018-11-11
27.5,16.5,19.1,14,8.4,9,NA,NA,2018-11-12
27.5,16.5,19.3,13.9,8.3,9,NA,NA,2018-11-15
27.6,16.5,19.2,13.8,8.2,9,NA,NA,2018-11-17
27.6,16.5,19.2,13.8,8.3,9,NA,NA,2018-11-20
27.3,16.2,19.5,14,8.4,8.9,NA,NA,2018-11-21
27.3,16.2,19.7,13.9,8.3,8.9,NA,NA,2018-11-22
27.4,16.2,19.8,14.1,8.2,8.9,NA,NA,2018-11-23
27.3,16.2,19.8,14.3,8.3,8.8,NA,NA,2018-11-24
27.3,16,20,14.2,8.3,8.8,NA,NA,2018-11-25
27.5,15.9,20,14.3,8.1,8.7,NA,NA,2018-11-27
27.5,16,20,14.2,8.1,8.8,NA,NA,2018-11-28
27.7,15.9,19.8,14.2,8.2,8.7,NA,NA,2018-11-29
27.7,16.1,19.7,14.1,8.2,8.7,NA,NA,2018-11-30
27.9,16.1,19.5,14.1,8.2,8.7,NA,NA,2018-12-01
27.8,16,19.4,14.2,8.4,8.8,NA,NA,2018-12-03
28,15.9,19.3,14.2,8.3,8.8,NA,NA,2018-12-06
28.1,15.9,19.4,14.1,8.2,8.8,NA,NA,2018-12-07
28.2,15.9,19.4,14,8.2,8.8,NA,NA,2018-12-08
28.6,16,18.9,13.9,8.2,8.7,NA,NA,2018-12-10
28.6,16,18.9,13.9,8.2,8.7,NA,NA,2018-12-12
28.8,16,18.8,13.9,8.3,8.7,NA,NA,2018-12-13
29,16.1,18.8,13.9,8.1,8.7,NA,NA,2018-12-14
29.1,16.2,18.8,13.8,8.1,8.6,NA,NA,2018-12-15
29.2,16.2,18.8,13.8,8,8.5,NA,NA,2018-12-18
29.1,16.3,18.8,13.8,8,8.6,NA,NA,2018-12-20
29,16.1,18.9,13.8,8.1,8.6,NA,NA,2018-12-22
29.1,16.2,18.8,13.8,8,8.7,NA,NA,2018-12-28
29.1,16.1,18.9,13.7,8,8.7,NA,NA,2019-01-01
29.2,16.1,18.9,13.7,8,8.7,NA,NA,2019-01-03
29.1,16.2,18.6,13.6,8.3,9,NA,NA,2019-01-04
29.3,16.2,18.6,13.4,8.2,9,NA,NA,2019-01-05
29.3,16.2,18.6,13.4,8.2,9,NA,NA,2019-01-07
29.2,16.2,18.4,13.9,8.2,8.9,NA,NA,2019-01-08
29.1,16.2,18.5,13.8,8.3,8.9,NA,NA,2019-01-09
29,16.2,18.8,13.7,8.3,8.9,NA,NA,2019-01-10
28.9,16.1,19,13.7,8.2,8.8,NA,NA,2019-01-11
29.1,16.1,18.9,13.6,8.2,8.7,NA,NA,2019-01-12
29,16,19,13.6,8.2,8.8,NA,NA,2019-01-14
29,16,19,13.6,8.2,8.8,NA,NA,2019-01-17
29,15.9,19,13.5,8.2,8.7,NA,NA,2019-01-19
29.2,15.8,19.1,13.3,8.3,8.7,NA,NA,2019-01-22
29.3,16,19,13.3,8.2,8.6,NA,NA,2019-01-23
29.4,15.9,19,13.2,8.3,8.6,NA,NA,2019-01-24
29.4,15.9,19.1,13.3,8.3,8.6,NA,NA,2019-01-25
29.3,15.9,19.2,13.2,8.4,8.6,NA,NA,2019-01-26
29.3,15.8,19.4,13.1,8.3,8.7,NA,NA,2019-01-28
29.5,15.8,19.3,13.2,8.2,8.7,NA,NA,2019-01-31
29.5,15.8,19.3,13.2,8.2,8.7,NA,NA,2019-02-01
29.5,15.9,19.1,13.3,8.3,8.5,NA,NA,2019-02-02
29.2,15.7,19.5,13.1,8.4,8.6,NA,NA,2019-02-04
29.3,15.7,19.4,13,8.4,8.6,NA,NA,2019-02-05
29.3,15.7,19.3,13,8.4,8.7,NA,NA,2019-02-07
29.2,15.8,19.4,12.9,8.4,8.7,NA,NA,2019-02-08
29.2,15.9,19.3,12.8,8.5,8.7,NA,NA,2019-02-09
29.2,16.1,19,12.6,8.4,8.8,NA,NA,2019-02-11
29.1,16.3,19,12.5,8.4,8.8,NA,NA,2019-02-14
29.3,16.5,18.9,12.5,8.4,8.7,NA,NA,2019-02-15
29.1,16.8,18.9,12.4,8.3,8.6,NA,NA,2019-02-16
29.1,17.1,18.5,12.4,8.4,8.5,NA,NA,2019-02-18
29.1,17.2,18.6,12.5,8.3,8.5,NA,NA,2019-02-19
29.2,17.1,18.6,12.4,8.1,8.5,NA,NA,2019-02-22
29.2,17.1,18.6,12.4,8.1,8.5,NA,NA,2019-02-23
29.4,17.5,18.4,12.2,8.3,8.3,NA,NA,2019-02-24
29.5,17.6,18.4,12.1,8.2,8.3,NA,NA,2019-02-25
29.4,17.6,18.3,12.2,8.3,8.2,NA,NA,2019-02-26
29.4,17.6,18.3,12.2,8.3,8.3,NA,NA,2019-02-27
29.5,17.5,18.3,12.3,8.4,8.3,NA,NA,2019-02-28
29.5,17.5,18.3,12.3,8.3,8.4,NA,NA,2019-03-02
29.4,17.4,18.2,12.4,8.3,8.5,NA,NA,2019-03-03
29.4,17.4,18.3,12.3,8.3,8.5,NA,NA,2019-03-04
29.5,17.5,18.3,12.3,8.3,8.4,NA,NA,2019-03-05
29.7,17.3,18.2,12.3,8.4,8.4,NA,NA,2019-03-09
29.8,17.1,18.3,12.4,8.4,8.3,NA,NA,2019-03-11
29.7,17.1,18.4,12.4,8.4,8.4,NA,NA,2019-03-14
29.7,17.1,18.5,12.3,8.4,8.3,NA,NA,2019-03-15
29.7,17,18.5,12.2,8.4,8.2,NA,NA,2019-03-16
29.6,17,18.6,12.3,8.4,8.2,NA,NA,2019-03-18
29.6,17,18.7,12.2,8.4,8.2,NA,NA,2019-03-20
29.6,16.9,18.7,12.3,8.4,8.2,NA,NA,2019-03-21
29.5,17.1,18.8,11.9,8.4,8.1,NA,NA,2019-03-22
29.4,17.3,18.9,11.9,8.3,8.1,NA,NA,2019-03-23
29.6,17.2,18.9,11.8,8.4,8.1,NA,NA,2019-03-26
29.5,17.3,18.9,11.8,8.3,8.1,NA,NA,2019-03-27
29.7,17.3,18.9,11.7,8.4,8.1,NA,NA,2019-03-28
29.5,17.4,18.7,11.8,8.6,8.3,NA,NA,2019-03-30
29.5,17.5,18.7,11.8,8.7,8.2,NA,NA,2019-04-01
29.5,17.5,18.7,11.8,8.7,8.2,NA,NA,2019-04-02
29.4,17.3,18.9,11.8,8.8,8.2,NA,NA,2019-04-04
29.4,17.3,18.8,11.9,8.8,8.2,NA,NA,2019-04-05
29.6,17.4,18.8,11.8,8.7,8.2,NA,NA,2019-04-06
29.5,17.3,18.9,11.9,8.7,8.2,NA,NA,2019-04-08
29.5,17.3,18.9,11.9,8.7,8.2,NA,NA,2019-04-09
29.5,17.3,18.9,11.9,8.7,8.2,NA,NA,2019-04-10
29.3,17.3,19,11.9,8.6,8.2,NA,NA,2019-04-12
29.3,17.3,18.9,11.9,8.7,8.2,NA,NA,2019-04-13
29.4,17.3,18.8,11.9,8.6,8.2,NA,NA,2019-04-15
29.4,17.4,18.7,11.9,8.6,8.3,NA,NA,2019-04-16
29.5,17.5,18.8,12,8.5,8.2,NA,NA,2019-04-18
29.3,17.6,18.9,12,8.5,8.2,NA,NA,2019-04-20
29.2,17.6,18.9,12.1,8.4,8.2,NA,NA,2019-04-22
29.2,17.7,18.8,12.1,8.5,8.3,NA,NA,2019-04-23
29.2,17.6,18.8,12.1,8.5,8.3,NA,NA,2019-04-25
29.1,17.6,18.9,12.2,8.5,8.2,NA,NA,2019-04-26
28.9,17.6,18.9,12.2,8.6,8.3,NA,NA,2019-04-27
28.7,17.6,19.1,12.2,8.6,8.3,NA,NA,2019-04-29
28.6,17.7,19,12.1,8.6,8.4,NA,NA,2019-05-02
28.7,17.8,18.9,12.1,8.6,8.4,NA,NA,2019-05-03
28.7,17.8,19,12.1,8.6,8.3,NA,NA,2019-05-04
28.8,17.6,19,12.1,8.6,8.4,NA,NA,2019-05-06
28.8,17.6,19.1,12.2,8.5,8.3,NA,NA,2019-05-07
28.8,17.5,19.1,12.1,8.5,8.3,NA,NA,2019-05-08
28.9,17.5,19.1,12.1,8.4,8.3,NA,NA,2019-05-09
28.9,17.4,18.9,12.3,8.3,8.4,NA,NA,2019-05-10
29,17.4,18.9,12.3,8.4,8.4,NA,NA,2019-05-11
29,17.3,18.8,12.3,8.4,8.4,NA,NA,2019-05-13
29,17.3,18.8,12.3,8.4,8.4,NA,NA,2019-05-14
29,17.3,18.8,12.3,8.4,8.4,NA,NA,2019-05-16
29,17.3,18.8,12.3,8.4,8.4,NA,NA,2019-05-17
29,17.3,18.8,12.3,8.4,8.4,NA,NA,2019-05-18
29,17.4,18.7,12.3,8.4,8.4,NA,NA,2019-05-20
28.9,17.1,18.7,12.4,8.5,8.4,NA,NA,2019-05-21
28.9,17.1,18.7,12.4,8.5,8.4,NA,NA,2019-05-22
29,17.4,18.5,12.2,8.4,8.4,NA,NA,2019-05-23
29,17.4,18.5,12.2,8.4,8.4,NA,NA,2019-05-24
29,17.5,18.4,12.2,8.5,8.4,NA,NA,2019-05-25
28.8,17.5,18.3,12.2,8.4,8.4,NA,NA,2019-05-27
28.8,17.5,18.3,12.2,8.5,8.4,NA,NA,2019-05-28
28.8,17.4,18.3,12.2,8.5,8.4,NA,NA,2019-05-30
28.4,16.7,19.7,11.9,8.5,8.2,NA,NA,2019-06-01
28.1,16.5,20.5,11.9,8.3,8,NA,NA,2019-06-03
27.7,16,21.5,12,8.1,7.8,NA,NA,2019-06-06
27.4,15.6,22.1,12,8.1,7.8,NA,NA,2019-06-08
27.3,15.4,22.4,11.9,8.4,7.7,NA,NA,2019-06-11
27.3,15.4,22.5,11.9,8.4,7.7,NA,NA,2019-06-13
27.1,15.2,22.5,12.1,8.4,7.8,NA,NA,2019-06-15
27.1,15.3,22.4,12.1,8.5,7.9,NA,NA,2019-06-18
27.2,15.4,22.4,12.1,8.4,7.9,NA,NA,2019-06-21
27.3,15.4,22.2,12.3,8.2,7.9,NA,NA,2019-06-22
27.5,15.4,22.2,12.2,8.2,7.9,NA,NA,2019-06-24
27.5,15.2,22.4,12.3,8.1,7.9,NA,NA,2019-06-25
27.5,15.2,22.4,12.2,8.2,7.9,NA,NA,2019-06-27
27.6,15.3,22.3,12.2,8.3,7.9,NA,NA,2019-06-29
27.7,15.3,22.2,12.2,8.2,7.8,NA,NA,2019-07-01
27.7,15.3,22.2,12.2,8.2,7.8,NA,NA,2019-07-02
27.6,15.3,22.2,12.3,8.1,7.8,NA,NA,2019-07-03
27.5,15.3,22.3,12.4,8,7.9,NA,NA,2019-07-04
27.5,15.3,22.2,12.3,8,8,NA,NA,2019-07-06
27.5,15.3,22.2,12.4,8,8,NA,NA,2019-07-09
27.5,15.4,22.1,12.4,8.1,8.1,NA,NA,2019-07-11
27.5,15.6,22,12.4,8.1,8.1,NA,NA,2019-07-13
27.4,15.7,21.9,12.4,8.2,8.1,NA,NA,2019-07-15
27.4,15.6,21.9,12.5,8.2,8.1,NA,NA,2019-07-17
27.6,15.6,21.9,12.3,8.2,8.1,NA,NA,2019-07-19
27.8,15.5,21.6,12.2,8.3,8.1,NA,NA,2019-07-20
28,15.4,21.5,12.3,8.3,8,NA,NA,2019-07-22
28.1,15.3,21.5,12.2,8.3,8,NA,NA,2019-07-23
28.2,15.4,21.5,12.2,8.2,8,NA,NA,2019-07-24
28.2,15.3,21.4,12.2,8.2,8,NA,NA,2019-07-25
28.2,15.3,21.5,12.1,8.3,8,NA,NA,2019-07-26
28.1,15.3,21.6,12.2,8.4,7.9,NA,NA,2019-07-27
28.1,15.4,21.6,12.2,8.3,7.9,NA,NA,2019-07-29
27.9,15.3,21.8,12.3,8.4,7.9,NA,NA,2019-07-30
27.8,15.3,21.7,12.4,8.4,7.9,NA,NA,2019-07-31
27.8,15.2,21.7,12.5,8.3,7.9,NA,NA,2019-08-01
27.7,15.1,21.7,12.6,8.4,7.9,NA,NA,2019-08-03
27.8,15,21.6,12.7,8.4,8,NA,NA,2019-08-05
27.8,15,21.6,12.7,8.4,8,NA,NA,2019-08-06
27.9,15,21.6,12.7,8.3,7.9,NA,NA,2019-08-09
27.7,15,21.7,12.7,8.2,8,NA,NA,2019-08-10
27.8,15,21.6,12.7,8.2,7.9,NA,NA,2019-08-12
27.8,15,21.7,12.7,8.2,7.9,NA,NA,2019-08-14
27.6,14.6,22.3,12.5,8.2,7.8,NA,NA,2019-08-17
27.5,14.7,22.4,12.5,8.2,7.8,NA,NA,2019-08-20
27.8,14.7,22.3,12.4,8.1,7.8,NA,NA,2019-08-21
27.8,14.9,22.3,12.4,7.9,7.8,NA,NA,2019-08-22
27.8,14.9,22.3,12.4,7.9,7.8,NA,NA,2019-08-23
27.9,15.1,22.3,12.4,7.9,7.7,NA,NA,2019-08-24
27.8,15.1,22.2,12.4,7.9,7.7,NA,NA,2019-08-26
27.8,15.1,22.2,12.4,7.9,7.7,NA,NA,2019-08-27
27.8,15.1,22.2,12.4,7.9,7.7,NA,NA,2019-08-28
27.8,15.1,22.2,12.4,7.9,7.7,NA,NA,2019-08-29
28,15.3,22,12.4,7.9,7.5,NA,NA,2019-08-31
28,15.5,21.8,12.5,7.9,7.2,NA,NA,2019-09-02
28.1,15.6,21.7,12.6,7.7,7.2,NA,NA,2019-09-05
28.1,15.7,21.6,12.7,7.6,7.2,NA,NA,2019-09-07
28.2,15.6,21.4,12.8,7.6,7.2,NA,NA,2019-09-10
28.1,15.6,21.4,12.8,7.5,7.3,NA,NA,2019-09-11
28,15.6,21.5,12.8,7.4,7.3,NA,NA,2019-09-12
28,15.7,21.6,12.6,7.4,7.3,NA,NA,2019-09-13
27.9,15.7,21.5,12.7,7.5,7.3,NA,NA,2019-09-14
27.9,15.7,21.5,12.9,7.5,7.3,NA,NA,2019-09-16
28,15.6,21.5,12.9,7.5,7.4,NA,NA,2019-09-17
28,15.6,21.5,12.9,7.5,7.4,NA,NA,2019-09-18
27.9,15.4,22.2,12.9,7.4,7.2,NA,NA,2019-09-19
27.9,15.4,22.1,12.7,7.4,7.3,NA,NA,2019-09-21
27.9,15.4,22.1,12.8,7.5,7.3,NA,NA,2019-09-23
27.8,15.5,22.1,12.9,7.5,7.3,NA,NA,2019-09-25
27.8,15.5,22.1,12.9,7.5,7.3,NA,NA,2019-09-26
27.8,15.4,22.5,13,7.4,7.2,NA,NA,2019-09-27
27.6,15.3,22.5,13,7.5,7.2,NA,NA,2019-09-28
27.7,15.2,22.5,13.1,7.5,7.2,NA,NA,2019-09-30
27.7,15.1,22.5,13,7.6,7.2,NA,NA,2019-10-01
27.7,15.1,22.5,13,7.6,7.2,NA,NA,2019-10-02
27.6,15,22.5,13.1,7.6,7.2,NA,NA,2019-10-03
27.7,15,22.4,13.1,7.7,7.2,NA,NA,2019-10-05
27.7,14.9,22.2,13.2,7.7,7.3,NA,NA,2019-10-08
27.8,14.9,22.3,13.1,7.7,7.3,NA,NA,2019-10-10
27.8,14.8,22.3,13.1,7.6,7.3,NA,NA,2019-10-12
27.9,14.9,22.3,13,7.5,7.3,NA,NA,2019-10-15
28,15.1,22.4,12.9,7.5,7.2,NA,NA,2019-10-16
28.1,15.1,22.2,12.9,7.5,7.2,NA,NA,2019-10-17
28.2,15.1,22.2,12.8,7.4,7.3,NA,NA,2019-10-18
28.3,15.2,22,12.7,7.4,7.3,NA,NA,2019-10-19
28.2,15.2,22.1,12.8,7.4,7.4,NA,NA,2019-10-22
28.2,15.2,22.1,12.8,7.4,7.5,NA,NA,2019-10-23
28.2,15.2,22.1,12.8,7.4,7.4,NA,NA,2019-10-24
28.4,15.2,21.9,12.8,7.4,7.5,NA,NA,2019-10-26
28.3,15.2,21.9,12.8,7.4,7.6,NA,NA,2019-10-29
28.3,15.4,21.4,12.9,7.5,7.6,NA,NA,2019-10-30
28.2,15.6,20.6,13.4,7.6,8,NA,NA,2019-11-02
28.2,15.6,20.7,13.2,7.5,8.1,NA,NA,2019-11-03
28.1,15.6,20.5,13.3,7.6,8.2,NA,NA,2019-11-04
28.1,15.4,20.7,13.2,7.4,8.3,NA,NA,2019-11-06
27.9,15.4,20.8,13.2,7.5,8.3,NA,NA,2019-11-07
27.9,15.4,20.8,13.2,7.5,8.4,NA,NA,2019-11-08
27.7,15.4,20.8,13.1,7.7,8.4,NA,NA,2019-11-09
27.7,15.6,20.7,13.1,7.7,8.4,NA,NA,2019-11-12
27.7,15.7,20.7,13,7.7,8.4,NA,NA,2019-11-14
27.8,15.9,20.4,13,7.6,8.4,NA,NA,2019-11-16
27.7,16,20.5,13,7.6,8.5,NA,NA,2019-11-18
27.9,15.9,20.5,13,7.6,8.4,NA,NA,2019-11-19
27.9,15.9,20.5,13.1,7.6,8.4,NA,NA,2019-11-20
27.9,15.8,20.8,13,7.7,8.2,NA,NA,2019-11-23
28,15.7,20.9,12.9,7.7,8.2,NA,NA,2019-11-26
28,15.6,20.9,13,7.7,8.2,NA,NA,2019-11-27
28,15.5,21,13,7.6,8.3,NA,NA,2019-11-29
28,15.5,21.1,13,7.5,8.2,NA,NA,2019-11-30
28,15.4,21,13.1,7.5,8.1,NA,NA,2019-12-02
28,15.5,21,13.2,7.6,8,NA,NA,2019-12-03
27.9,15.4,21.1,13.3,7.7,8,NA,NA,2019-12-05
27.9,15.2,21.1,13.3,7.9,7.9,NA,NA,2019-12-07
28.1,15.2,21,13.3,7.9,7.8,NA,NA,2019-12-09
28.1,15.2,21,13.3,7.9,7.8,NA,NA,2019-12-10
28.3,15.4,20.7,13.3,7.7,7.8,NA,NA,2019-12-12
28.3,15.4,20.8,13.3,7.8,7.8,NA,NA,2019-12-13
28.3,15.4,20.8,13.2,7.7,7.9,NA,NA,2019-12-14
28.2,15.4,20.8,13.2,7.7,8,NA,NA,2019-12-16
28.2,15.4,20.8,13.2,7.7,8,NA,NA,2019-12-17
28.2,15.3,20.8,13.2,7.6,8.1,NA,NA,2019-12-18
28.3,15.4,20.8,13.3,7.6,8.1,NA,NA,2019-12-19
28.3,15.4,20.8,13.3,7.6,8.1,NA,NA,2019-12-20
28.2,15.4,20.7,13.3,7.6,8,NA,NA,2019-12-21
28.3,15.3,20.8,13.3,7.7,8,NA,NA,2019-12-24
28.3,15.3,20.8,13.3,7.7,8,NA,NA,2019-12-26
28.3,15.3,20.8,13.3,7.7,8,NA,NA,2020-01-02
28.5,15.1,20.5,13.2,8,8,NA,NA,2020-01-03
28.7,15,20.6,13.1,8,8.1,NA,NA,2020-01-06
28.6,14.9,21,13,8.1,7.9,NA,NA,2020-01-09
28.5,14.9,20.9,13,8.2,8,NA,NA,2020-01-11
28.3,14.9,20.8,13.1,8.2,8,NA,NA,2020-01-14
28.2,14.8,21.1,13.1,8.1,8,NA,NA,2020-01-15
28.2,14.9,21.2,13.1,7.9,8.1,NA,NA,2020-01-16
28.1,15.1,21.2,13.1,7.8,8.2,NA,NA,2020-01-18
28.1,15.1,21.2,13.1,7.7,8.2,NA,NA,2020-01-21
28,15.2,21.4,13.1,7.7,8.2,NA,NA,2020-01-23
28,15.1,21.5,13.1,7.8,8.3,NA,NA,2020-01-25
27.9,15.2,21.4,13.1,7.8,8.2,NA,NA,2020-01-27
27.9,15.2,21.5,13.1,7.8,8.2,NA,NA,2020-01-28
28,15.2,21.6,13,7.8,8.1,NA,NA,2020-01-29
28.1,15.3,21.6,12.8,7.7,8,NA,NA,2020-02-01
28.2,15.1,21.7,12.7,7.8,8,NA,NA,2020-02-03
28.2,15.1,21.5,12.7,7.8,8,NA,NA,2020-02-06
28.2,15.2,21.5,12.8,7.5,8.2,NA,NA,2020-02-07
28.2,15.4,21.5,12.6,7.5,8.2,NA,NA,2020-02-08
28.3,15.4,21.4,12.7,7.5,8.2,NA,NA,2020-02-09
28.2,15.4,21.4,12.7,7.5,8.3,NA,NA,2020-02-10
28.2,15.4,21.4,12.7,7.4,8.4,NA,NA,2020-02-11
27.9,15.6,21.3,12.7,7.2,8.5,NA,NA,2020-02-13
27.9,15.6,21.3,12.7,7.2,8.5,NA,NA,2020-02-14
27.9,15.6,21.4,12.8,6.8,8.7,NA,NA,2020-02-15
27.9,15.6,21.5,12.8,6.8,8.6,NA,NA,2020-02-17
28,15.7,21.2,13,6.8,8.5,NA,NA,2020-02-18
28,15.8,21.3,13,6.9,8.5,NA,NA,2020-02-19
28,15.7,21.3,12.9,6.9,8.5,NA,NA,2020-02-20
27.9,15.7,21.3,12.7,7,8.5,NA,NA,2020-02-22
28,15.9,21.2,12.6,6.8,8.7,NA,NA,2020-02-25
28,15.9,21.2,12.6,6.8,8.7,NA,NA,2020-02-26
28,16.1,21.3,12.3,6.8,8.7,NA,NA,2020-02-27
28,16.3,21.3,12.2,6.6,8.7,NA,NA,2020-02-29
27.8,16.4,21.5,12.3,6.5,8.7,NA,NA,2020-03-01
27.8,16.5,21.6,12.4,6.4,8.7,NA,NA,2020-03-03
27.7,16.6,21.7,12.2,6.3,8.7,NA,NA,2020-03-05
27.7,16.5,21.6,12.4,6.3,8.6,NA,NA,2020-03-06
27.6,16.4,21.6,12.4,6.3,8.6,NA,NA,2020-03-07
27.5,16.5,21.6,12.5,6.4,8.5,NA,NA,2020-03-08
27.5,16.5,21.5,12.5,6.5,8.5,NA,NA,2020-03-09
27.3,16.4,21.9,12.6,6.3,8.5,NA,NA,2020-03-12
27.6,16.3,21.7,12.5,6.3,8.5,NA,NA,2020-03-14
27.8,16.2,21.8,12.5,6.3,8.5,NA,NA,2020-03-16
28.1,16.2,21.8,12.3,6.3,8.4,NA,NA,2020-03-18
28.3,16.1,21.8,12.1,6.3,8.4,NA,NA,2020-03-19
28.3,16.1,21.9,12.1,6.3,8.4,NA,NA,2020-03-20
28.7,16.1,21.7,11.9,6.4,8.4,NA,NA,2020-03-21
29.3,16.1,21.4,11.7,6.4,8.1,NA,NA,2020-03-24
29.2,16.2,21.6,11.7,6.4,8.1,NA,NA,2020-03-25
29.6,16.2,21.5,11.5,6.4,8.1,NA,NA,2020-03-27
30.2,16.4,21.1,11.4,6.3,8,NA,NA,2020-03-28
30.4,16.4,20.9,11.4,6.3,8,NA,NA,2020-03-31
30.7,16.5,20.9,11.4,6.1,7.9,NA,NA,2020-04-02
30.7,16.5,20.8,11.5,6.1,8,NA,NA,2020-04-03
30.9,16.6,20.5,11.4,6.1,8,NA,NA,2020-04-04
31.8,16.7,20.4,11.1,6,7.9,NA,NA,2020-04-06
31.8,16.8,20.4,11.1,6.1,7.8,NA,NA,2020-04-07
32,16.8,20.3,11,6.1,7.8,NA,NA,2020-04-08
32.5,17,20,10.9,6,7.7,NA,NA,2020-04-09
33.3,17,19.2,10.7,5.9,7.7,NA,NA,2020-04-10
33.3,17,19.1,10.7,5.8,7.7,NA,NA,2020-04-11
33.6,16.9,18.9,10.7,5.8,7.7,NA,NA,2020-04-12
33.9,16.9,18.5,10.7,6,7.7,NA,NA,2020-04-14
34.1,17,18.4,10.6,6,7.7,NA,NA,2020-04-16
34.3,17,18.2,10.5,6,7.6,NA,NA,2020-04-18
34.4,16.9,18.6,10.5,5.9,7.5,NA,NA,2020-04-19
34.6,16.9,18.5,10.4,6,7.5,NA,NA,2020-04-21
35.1,17,18,10.2,6,7.4,NA,NA,2020-04-22
