cdu_csu,spd,gruene,afd,fdp,linke,bsw,freie_waehler,date
33.6,15.8,11.7,17.2,3.9,3.1,6.6,2.6,2024-11-16
33.5,15.8,11.8,17.2,4,3.1,6.5,2.6,2024-11-18
33.6,15.7,11.8,17.3,4,3.2,6.4,2.6,2024-11-19
33.6,15.6,11.9,17.3,4,3.2,6.3,2.6,2024-11-20
33.5,15.4,12.1,17.5,3.9,3.2,6.2,2.6,2024-11-21
33.8,15.4,12,17.3,3.9,3.1,6.1,2.7,2024-11-22
33.8,15.3,12,17.4,3.9,3.1,6.1,2.7,2024-11-23
33.9,15.4,12,17.4,3.8,3.1,6.1,2.6,2024-11-25
33.8,15.4,12.1,17.4,3.8,3.1,6,2.6,2024-11-26
33.8,15.4,12.1,17.5,3.8,3.1,6,2.6,2024-11-27
33.7,15.4,12.1,17.4,3.8,3.1,6,2.6,2024-11-29
33.6,15.4,12.3,17.3,3.8,3.1,6.1,2.6,2024-11-30
33.5,15.5,12.3,17.4,3.8,3.1,6,2.6,2024-12-02
33.6,15.5,12.4,17.3,3.7,3.1,6,2.7,2024-12-03
33.6,15.5,12.4,17.2,3.7,3.1,6,2.7,2024-12-04
33.4,15.9,12.5,17.3,3.7,3.1,6.1,2.9,2024-12-05
33.2,16,12.6,17.3,3.6,3.1,5.9,3,2024-12-06
33.3,15.9,12.7,17.4,3.6,3,5.9,3,2024-12-07
33.2,16,12.6,17.4,3.6,3,5.9,3,2024-12-09
33.2,16,12.8,17.4,3.7,2.9,5.9,3,2024-12-10
33.2,16,12.8,17.4,3.7,2.9,5.9,3,2024-12-11
33.3,15.9,12.9,17.4,3.6,3,5.7,2.9,2024-12-12
33.1,15.9,12.8,17.6,3.7,3,5.7,3,2024-12-14
32.9,16,13.1,17.4,3.9,2.9,5.8,3.1,2024-12-16
32.8,16,13.1,17.4,3.9,2.9,5.8,3.1,2024-12-17
33.2,15.9,13.2,17.4,3.7,2.9,5.5,3.2,2024-12-19
33.3,15.9,13.2,17.5,3.6,3,5.5,3.1,2024-12-20
33.3,15.9,13.2,17.5,3.6,3,5.5,3.1,2024-12-21
33.2,15.8,13.3,17.6,3.6,3.1,5.5,3.2,2024-12-23
33.2,15.9,13.2,17.6,3.5,3.1,5.3,3.6,2024-12-28
33,15.8,13.3,17.7,3.5,3.1,5.4,2.9,2024-12-29
33,15.8,13.3,17.7,3.4,3.2,5.5,2.9,2024-12-30
33,15.8,13.3,17.7,3.5,3.2,5.3,2.8,2025-01-03
33,15.7,13.4,17.6,3.5,3.1,5.3,2.8,2025-01-05
33,15.7,13.4,17.8,3.5,3.1,5.3,2.8,2025-01-06
33.1,15.7,13.3,18,3.5,3,5.1,2.8,2025-01-07
32.9,15.7,13.4,18.2,3.7,3,5.1,2.7,2025-01-08
32.8,15.8,13.4,18.1,3.7,3.2,5,2.7,2025-01-09
32.8,15.6,13.5,18.2,3.7,3.2,4.9,2.7,2025-01-10
32.7,15.7,13.4,18.3,3.7,3.2,4.8,2.7,2025-01-11
32.8,15.6,13.4,18.3,3.7,3.2,4.9,2.7,2025-01-13
32.7,15.5,13.5,18.4,3.8,3.2,4.9,2.7,2025-01-14
32.8,15.7,13.5,18.4,3.7,3.3,4.9,2.7,2025-01-15
32.8,15.7,13.5,18.5,3.7,3.3,4.9,2.7,2025-01-16
32.6,15.7,13.5,18.5,3.8,3.3,4.8,2.7,2025-01-18
32.5,15.7,13.5,18.6,3.8,3.3,4.8,2.7,2025-01-20
32.6,15.7,13.5,18.5,3.8,3.3,4.8,2.7,2025-01-21
32.4,15.8,13.6,18.4,3.6,3.3,5.1,2.8,2025-01-22
32.7,15.9,13.6,18.4,3.6,3.2,5.1,2.8,2025-01-23
32.6,15.9,13.5,18.5,3.6,3.3,5,2.9,2025-01-24
32.5,15.9,13.5,18.6,3.6,3.4,5,2.7,2025-01-25
32.6,15.9,13.4,18.5,3.5,3.4,5,2.7,2025-01-26
32.6,15.9,13.5,18.7,3.5,3.4,4.9,2.6,2025-01-27
32.5,15.8,13.5,18.7,3.6,3.5,4.8,2.6,2025-01-28
32.6,15.6,13.4,19,3.5,3.6,4.9,2.6,2025-01-29
32.4,15.6,13.5,18.9,3.5,3.6,4.9,2.6,2025-01-30
32.4,15.6,13.5,18.9,3.5,3.6,4.9,2.6,2025-01-31
32.4,15.6,13.5,18.9,3.5,3.6,4.9,2.6,2025-02-01
32.4,15.5,13.4,18.8,3.6,3.8,4.9,2.9,2025-02-03
32.2,15.5,13.5,18.8,3.6,3.9,4.9,2.9,2025-02-04
32.3,15.7,13.4,18.7,3.6,4,4.9,2.9,2025-02-05
32.3,15.7,13.3,18.9,3.6,4,4.9,2.9,2025-02-06
32.3,15.7,13.3,18.8,3.6,4.1,4.8,2.9,2025-02-07
32.3,15.7,13.3,18.7,3.6,4.1,4.8,2.9,2025-02-08
32.2,15.6,13.3,18.8,3.6,4.2,4.8,2.8,2025-02-10
32.3,15.6,13.3,18.8,3.6,4.3,4.8,2.8,2025-02-11
32.2,15.5,13.4,18.7,3.6,4.3,4.8,2.8,2025-02-12
32.5,15.3,13.4,18.7,3.6,4.4,4.7,2.6,2025-02-13
32.7,15.3,13.3,18.7,3.6,4.5,4.7,2.6,2025-02-14
32.5,15.3,13.2,18.8,3.6,4.5,4.7,2.6,2025-02-15
32.4,15.4,13.3,18.9,3.7,4.5,4.8,2.5,2025-02-17
32.2,15.5,13.1,18.8,3.7,4.9,4.8,2.6,2025-02-18
32.1,15.4,13.1,18.8,3.8,5,4.8,2.4,2025-02-19
32,15.4,13.2,18.8,3.8,5.2,4.8,2.4,2025-02-20
32,15.3,13.1,18.9,3.8,5.3,4.7,2.4,2025-02-21
32,15.3,13.1,18.9,3.8,5.4,4.7,2.4,2025-02-22
31.3,15.9,12.3,19,3.8,6.2,5,2.4,2025-02-27
31.3,15.9,12.3,19,3.8,6.2,5,2.4,2025-03-01
32.1,15.2,12,19.6,3.6,6.3,5,NA,2025-03-02
31.5,15.4,12.1,19.6,3.2,7.2,4.5,NA,2025-03-04
31.5,15.5,12.2,19.5,3.2,6.8,4.7,NA,2025-03-06
31.5,15.4,12.5,19.4,3.3,6.7,4.6,NA,2025-03-07
31.3,15.4,12.5,19.3,3.4,6.8,4.6,NA,2025-03-09
31.4,15.5,12.4,19.4,3.4,6.8,4.5,NA,2025-03-11
31.3,15.4,12.3,19.5,3.5,6.8,4.6,NA,2025-03-15
31.3,15.2,12.4,19.6,3.5,6.9,4.6,NA,2025-03-18
30.8,15.3,12.5,19.9,3.5,6.8,4.5,NA,2025-03-21
30.7,15.2,12.5,20,3.5,7,4.4,NA,2025-03-24
30.3,15.3,12.4,20.2,3.5,7.1,4.6,NA,2025-03-25
30.2,15.3,12.4,20.3,3.5,7.1,4.7,NA,2025-03-26
30.4,15.3,12.4,20.2,3.4,7.1,4.7,NA,2025-03-27
30.4,15.3,12.5,20.1,3.4,7.1,4.7,NA,2025-03-28
30.2,15.4,12.5,20.2,3.3,7.1,4.7,NA,2025-03-30
30.2,15.3,12.5,20.2,3.4,7.1,4.6,NA,2025-03-31
30.1,15.3,12.5,20.3,3.4,7.1,4.6,NA,2025-04-01
30,15.2,12.4,20.5,3.4,7.3,4.6,NA,2025-04-02
29.8,15.3,12.3,20.7,3.4,7.3,4.6,NA,2025-04-03
29.5,15.3,12.2,20.7,3.5,7.4,4.6,NA,2025-04-05
29.6,15.3,12.1,20.9,3.5,7.4,4.7,2.1,2025-04-07
29.6,15.3,12.1,20.9,3.4,7.4,4.7,2.1,2025-04-08
29.5,15.3,12,21,3.5,7.5,4.8,2.1,2025-04-09
29.4,15.2,12.1,21,3.5,7.5,4.7,2.1,2025-04-11
29.3,15.2,12,21.2,3.4,7.4,4.7,2,2025-04-12
29.3,15.2,12,21.2,3.5,7.4,4.7,2,2025-04-15
29.3,15.3,12,21.2,3.5,7.4,4.7,2,2025-04-19
29.3,15.2,11.9,21.5,3.5,7.3,4.7,2,2025-04-22
29.3,15.3,11.8,21.6,3.5,7.5,4.7,2,2025-04-24
29.3,15.4,11.9,21.5,3.4,7.4,4.7,2,2025-04-25
29.3,15.3,12,21.5,3.3,7.4,4.6,2,2025-04-26
29.3,15.4,11.9,21.6,3.3,7.4,4.5,NA,2025-04-28
29.1,15.2,12,21.6,3.2,7.5,4.5,NA,2025-04-29
29.2,15.2,12.1,21.8,3.4,7.6,4.6,NA,2025-04-30
29.3,15.2,12,21.6,3.4,7.6,4.5,NA,2025-05-02
29.3,15.3,12.1,21.5,3.5,7.6,4.5,NA,2025-05-03
29.4,15.3,12.1,21.4,3.5,7.6,4.4,NA,2025-05-05
29.3,15.3,12,21.5,3.5,7.6,4.4,NA,2025-05-06
29.4,15.4,11.9,21.3,3.5,7.6,4.5,NA,2025-05-07
29.4,15.4,11.9,21.3,3.5,7.6,4.4,NA,2025-05-08
29.4,15.3,11.7,21.4,3.6,7.9,4.4,NA,2025-05-09
29.5,15.3,11.7,21.5,3.6,7.9,4.4,NA,2025-05-10
29.3,15.4,11.9,21.7,3.5,7.8,4.3,NA,2025-05-12
29.3,15.4,11.8,21.7,3.4,7.8,4.3,NA,2025-05-13
29.3,15.4,11.9,21.7,3.4,7.7,4.4,NA,2025-05-14
29.3,15.3,11.9,21.7,3.4,7.7,4.4,NA,2025-05-15
29.5,15.2,11.8,21.8,3.3,7.8,4.5,NA,2025-05-16
29.5,15.1,11.9,21.7,3.4,7.8,4.5,NA,2025-05-19
29.5,15.1,11.9,21.6,3.5,7.9,4.4,NA,2025-05-20
29.5,15.1,11.9,21.4,3.4,7.9,4.4,NA,2025-05-21
29.5,15.1,11.9,21.3,3.4,7.9,4.4,NA,2025-05-23
29.6,15.3,11.9,21.2,3.4,7.9,4.4,NA,2025-05-24
29.5,15.3,11.9,21.3,3.4,7.9,4.4,NA,2025-05-27
29.5,15.3,11.8,21.2,3.4,8,4.4,NA,2025-05-31
29.6,15.3,11.8,21.2,3.5,8,4.3,NA,2025-06-02
29.7,15.4,11.8,21,3.3,8,4.4,NA,2025-06-03
29.9,15.3,11.9,21,3.4,7.9,4.4,NA,2025-06-04
29.9,15.4,11.9,20.9,3.4,7.9,4.3,NA,2025-06-05
30,15.3,11.9,20.9,3.4,7.9,4.2,NA,2025-06-06
29.9,15.4,12,20.9,3.3,7.9,4.3,NA,2025-06-07
29.9,15.3,11.9,21,3.4,7.9,4.3,NA,2025-06-10
30,15.3,11.8,20.9,3.4,7.9,4.3,NA,2025-06-11
30,15.2,11.8,21.2,3.4,7.8,4.2,NA,2025-06-14
29.9,15.4,11.8,21.2,3.4,7.8,4.2,NA,2025-06-15
30,15.2,11.9,21.1,3.4,7.8,4.3,NA,2025-06-17
30.1,15,11.9,21.1,3.4,7.7,4.3,NA,2025-06-18
30.2,15,12,21.1,3.3,7.8,4.2,NA,2025-06-19
30.2,15.1,11.9,21.1,3.4,7.7,4.3,NA,2025-06-20
30.3,15.1,11.9,21.1,3.4,7.6,4.3,NA,2025-06-22
30.5,15,12,21.2,3.4,7.7,4.2,NA,2025-06-23
30.4,15,12.1,21.2,3.3,7.7,4.1,NA,2025-06-25
30.5,15,12.1,21.1,3.3,7.7,4,NA,2025-06-27
30.6,15,12,21.2,3.2,7.6,4.1,NA,2025-06-28
30.4,15,12.1,21.3,3.2,8.2,4.1,NA,2025-06-29
30.4,14.9,12.3,21.2,3.3,8.2,4,NA,2025-07-01
30.6,14.8,12.3,21.2,3.3,8.2,4,NA,2025-07-03
30.6,14.7,12.3,21.3,3.3,8.4,3.9,NA,2025-07-05
30.6,14.6,12.3,21.2,3.3,8.5,3.9,NA,2025-07-07
30.5,14.5,12.3,21.2,3.3,8.6,3.9,NA,2025-07-08
30.5,14.6,12.2,21.3,3.3,8.6,3.9,NA,2025-07-09
30.2,14.6,12.3,21.4,3.2,8.7,3.9,NA,2025-07-10
30.2,14.7,12.2,21.5,3.2,8.7,3.8,NA,2025-07-13
30,14.7,12.2,21.5,3.3,8.7,3.9,2,2025-07-14
29.9,14.6,12.2,21.5,3.4,8.7,3.9,2,2025-07-15
29.8,14.6,12.1,21.6,3.3,8.7,4,2,2025-07-16
29.8,14.7,12.1,21.7,3.3,8.6,4.1,2,2025-07-19
29.7,14.5,12,21.9,3.3,8.7,4.1,NA,2025-07-22
29.5,14.7,11.9,21.9,3.3,8.8,3.9,NA,2025-07-25
29.5,14.8,12,21.9,3.2,8.7,3.9,NA,2025-07-26
29.6,14.7,11.9,21.9,3.3,8.7,4,NA,2025-07-28
29.7,14.6,11.9,21.9,3.3,8.7,3.8,NA,2025-07-29
29.6,14.6,12,21.9,3.3,8.8,3.8,NA,2025-08-01
29.6,14.7,12,22,3.3,8.8,3.7,NA,2025-08-02
29.5,14.7,12,22,3.3,8.8,3.7,NA,2025-08-04
29.4,14.6,12,22,3.3,8.8,3.8,NA,2025-08-05
29.2,14.5,12,22.1,3.3,8.8,3.9,NA,2025-08-07
29.2,14.6,12,22.1,3.4,8.7,3.8,NA,2025-08-09
29.2,14.5,12,22.1,3.3,8.7,3.9,NA,2025-08-11
29,14.5,12.1,22.2,3.3,8.7,3.9,NA,2025-08-12
29.1,14.6,12.2,22.1,3.3,8.7,3.9,NA,2025-08-14
29,14.6,12.2,22.2,3.3,8.6,3.8,NA,2025-08-15
29,14.6,12.2,22.2,3.4,8.6,3.8,NA,2025-08-16
29.3,14.7,12.3,22,3.3,8.6,3.7,NA,2025-08-18
29.3,14.6,12.2,22,3.3,8.8,3.7,NA,2025-08-19
29.4,14.6,12.2,22.1,3.3,8.7,3.8,NA,2025-08-20
29.5,14.8,12.2,21.9,3.3,8.7,3.8,NA,2025-08-21
29.2,14.9,12.1,22,3.4,8.8,3.9,NA,2025-08-22
29.1,15,12.1,22,3.3,8.9,3.8,NA,2025-08-23
29.1,15,12,22,3.4,8.9,3.9,NA,2025-08-25
29.1,14.9,12.1,22.1,3.4,8.8,3.8,NA,2025-08-26
29.1,15,12.1,22.1,3.3,8.8,3.8,NA,2025-08-29
29,15,11.9,22.2,3.3,9,3.8,NA,2025-09-02
29.2,15.1,11.9,22.2,3.4,8.7,4,NA,2025-09-03
29.1,15.1,11.9,22.4,3.4,8.7,3.9,NA,2025-09-04
29.1,15.1,11.8,22.5,3.4,8.7,3.9,NA,2025-09-05
29.1,15.1,11.9,22.5,3.3,8.7,3.9,NA,2025-09-07
29,15.1,11.8,22.6,3.4,8.6,3.9,NA,2025-09-08
29,15.1,11.8,22.6,3.4,8.7,3.9,NA,2025-09-09
28.8,15.2,11.8,22.5,3.3,8.8,3.9,NA,2025-09-10
28.8,15.1,11.8,22.5,3.3,8.8,3.9,NA,2025-09-11
28.5,15.1,12,22.4,3.4,9.2,3.8,NA,2025-09-12
28.6,15.1,12,22.5,3.3,9.1,3.8,NA,2025-09-13
28.6,15.1,12,22.4,3.3,9,3.9,NA,2025-09-16
28.6,15.1,12,22.7,3.3,8.8,4,NA,2025-09-17
28.6,15.1,12,22.7,3.3,8.8,4,NA,2025-09-18
28.5,15.1,11.9,22.7,3.3,8.9,4,NA,2025-09-19
28.5,15.2,11.9,22.8,3.3,8.9,4,NA,2025-09-20
28.4,15,11.8,23,3.4,9,3.9,NA,2025-09-23
28.5,15,11.8,22.8,3.4,9,3.9,NA,2025-09-24
28.5,15,11.8,22.9,3.4,9,3.9,NA,2025-09-25
28.4,15,11.9,23,3.4,9,3.8,NA,2025-09-27
28.5,15.1,11.8,23,3.4,8.9,3.8,NA,2025-09-29
28.4,15,11.8,22.9,3.3,8.9,3.8,NA,2025-09-30
28.6,15,11.9,22.9,3.3,8.9,3.7,2,2025-10-02
28.4,14.8,11.8,23,3.4,9,3.7,2,2025-10-04
28.4,14.8,11.8,23.1,3.4,9.1,3.7,2,2025-10-06
28.4,14.8,11.8,23,3.4,9.2,3.7,2,2025-10-07
28.1,14.9,11.7,22.9,3.4,9.2,3.8,2,2025-10-09
28.1,15,11.8,22.9,3.4,9.2,3.8,2,2025-10-10
28,15,11.7,22.9,3.4,9.2,3.9,NA,2025-10-11
27.9,14.9,11.8,23,3.4,9.2,3.9,NA,2025-10-12
28,14.9,11.8,23,3.4,9.2,3.9,NA,2025-10-14
28.1,14.9,11.7,23.1,3.4,9.1,4,NA,2025-10-15
28.2,14.8,11.6,23.1,3.5,9.1,3.9,NA,2025-10-16
28.2,14.9,11.6,23,3.4,9.1,3.9,NA,2025-10-17
28.2,14.8,11.5,23.1,3.5,9.1,3.9,NA,2025-10-18
28.1,14.9,11.6,23.1,3.5,9.1,4,NA,2025-10-21
28.2,14.9,11.5,23.1,3.5,9,4.1,NA,2025-10-24
28.2,15,11.5,23,3.5,9,4,NA,2025-10-25
28.3,15,11.5,23,3.4,9.1,4,NA,2025-10-27
28.3,14.9,11.5,23,3.4,9.2,3.8,NA,2025-10-28
28.4,14.9,11.5,23.1,3.4,9.2,3.8,NA,2025-11-01
28.3,14.9,11.5,23,3.4,9.3,3.7,NA,2025-11-03
28.1,15,11.6,23,3.4,9.3,3.7,NA,2025-11-04
28.4,14.9,11.7,23.1,3.4,9.1,3.6,NA,2025-11-06
28.3,14.9,11.8,23.1,3.4,9,3.6,NA,2025-11-07
28.3,14.9,11.9,23.1,3.4,9,3.6,NA,2025-11-08
28.2,15,11.8,23.1,3.4,8.9,3.6,NA,2025-11-11
28.1,15,11.8,23.2,3.5,9,3.6,NA,2025-11-12
28.2,15.1,11.8,23,3.5,8.9,3.7,NA,2025-11-14
28.3,15.1,11.8,23,3.4,9.1,3.7,NA,2025-11-15
28.3,15,11.8,23.1,3.4,9.1,3.6,NA,2025-11-17
28.3,15,11.8,23.1,3.4,9.1,3.7,NA,2025-11-18
28.2,15,11.9,23.3,3.4,9.3,3.6,NA,2025-11-19
28.3,15,11.9,23.4,3.3,9.2,3.6,NA,2025-11-21
28.3,15,11.9,23.4,3.3,9.1,3.6,NA,2025-11-22
28.4,15.1,11.8,23.4,3.4,9,3.3,NA,2025-11-23
28.4,15.1,11.8,23.4,3.4,9,3.3,NA,2025-11-25
28.3,15,11.8,23.6,3.4,9,3.3,NA,2025-11-28
28.2,14.9,11.8,23.6,3.4,9,3.2,NA,2025-12-02
28.3,15,11.7,23.6,3.5,9,3.3,NA,2025-12-03
28.2,15,11.9,23.5,3.5,8.9,3.4,NA,2025-12-04
28.2,15.1,11.8,23.5,3.6,9,3.4,NA,2025-12-06
28,15.1,11.8,23.5,3.5,8.9,3.4,NA,2025-12-09
28,15,11.8,23.4,3.5,9,3.4,2.9,2025-12-10
28.1,14.8,11.9,23.3,3.6,8.8,3.3,3,2025-12-11
28.1,14.8,11.9,23.2,3.6,8.9,3.3,3,2025-12-12
28.1,14.7,11.9,23.2,3.6,8.9,3.3,3,2025-12-13
28.1,14.6,12,23.2,3.6,8.8,3.3,3,2025-12-16
28.1,14.7,12,23.3,3.6,8.9,3.4,3,2025-12-17
28,14.7,12.1,23.3,3.6,8.9,3.3,3,2025-12-21
28.1,14.7,12,23.3,3.6,8.9,3.3,3,2025-12-23
27.8,14.6,11.9,23.5,3.7,9.1,3.3,NA,2026-01-03
27.6,14.7,11.8,23.7,3.5,8.9,3.4,2.7,2026-01-05
27.7,14.8,11.8,23.6,3.4,8.9,3.3,2.8,2026-01-06
28.2,14.6,11.8,23.4,3.4,8.8,3.2,2.8,2026-01-08
28.1,14.6,11.9,23.5,3.5,8.8,3.1,2.8,2026-01-10
28,14.5,12,23.5,3.5,8.8,3.2,2.8,2026-01-13
28,15,12.1,23.4,3.7,8.7,3.1,2.6,2026-01-14
27.8,15.1,12.1,23.3,3.7,8.7,3.1,2.6,2026-01-15
27.9,15.1,12.1,23.2,3.7,8.7,3,2.5,2026-01-16
28,15.1,12.1,23.2,3.7,8.8,3,2.5,2026-01-17
28,15.1,12.1,23.2,3.7,8.8,3,2.6,2026-01-19
28.1,15.2,12.1,23.2,3.7,8.7,3,2.6,2026-01-20
28,15.1,12.4,23.1,3.7,8.7,2.7,2.6,2026-01-22
28,15.1,12.3,23.2,3.7,8.6,2.7,2.6,2026-01-24
28,15.1,12.3,23.2,3.7,8.6,2.7,2.6,2026-01-26
28.1,15.2,12.3,22.9,3.7,8.8,2.7,NA,2026-01-27
28.1,15.2,12.3,22.9,3.7,8.8,2.9,NA,2026-01-29
28.3,15.4,12.2,22.9,3.6,8.7,2.9,NA,2026-01-31
28.2,15.5,12.3,22.8,3.4,8.6,2.9,NA,2026-02-01
28.2,15.6,12.4,22.8,3.4,8.6,2.8,NA,2026-02-02
28.4,15.5,12.4,22.7,3.3,8.6,2.9,NA,2026-02-03
28.4,15.5,12.3,22.5,3.2,8.6,2.8,NA,2026-02-05
28.4,15.5,12.5,22.4,3.2,8.5,2.8,NA,2026-02-06
28.3,15.5,12.4,22.5,3.2,8.5,2.8,NA,2026-02-07
28.3,15.5,12.5,22.4,3.2,8.6,2.8,NA,2026-02-10
28.1,15.6,12.4,22.4,3.4,8.6,2.9,NA,2026-02-11
28.1,15.6,12.3,22.3,3.4,8.6,2.8,NA,2026-02-14
27.9,15.6,12.4,22.4,3.4,8.7,2.8,NA,2026-02-16
28,15.5,12.3,22.6,3.4,8.6,2.8,NA,2026-02-17
28,15.5,12.3,22.6,3.3,8.6,2.8,NA,2026-02-19
27.9,15.6,12.3,22.5,3.3,8.7,2.7,NA,2026-02-22
27.8,15.7,12.3,22.5,3.4,8.7,2.7,NA,2026-02-23
27.9,15.6,12.3,22.4,3.4,8.8,2.7,NA,2026-02-24
27.9,15.6,12.2,22.5,3.5,8.8,2.6,NA,2026-02-25
27.9,15.5,12.3,22.4,3.5,8.8,2.6,NA,2026-02-26
27.9,15.5,12.3,22.4,3.5,8.8,2.6,NA,2026-02-27
28,15.6,12.2,22.4,3.4,8.7,2.6,NA,2026-02-28
28.2,15.7,12.3,22.3,3.5,8.7,2.5,NA,2026-03-02
28.2,15.7,12.4,22.2,3.3,8.6,2.6,2.6,2026-03-03
28.2,15.7,12.5,22.2,3.3,8.6,2.4,2.6,2026-03-04
28.3,15.5,12.8,22.1,3.4,8.5,2.5,2.6,2026-03-05
28.4,15.4,12.7,22.1,3.5,8.5,2.4,2.6,2026-03-07
28.5,15.3,13,22.1,3.3,8.5,2.6,2.5,2026-03-10
28.5,15.3,13,22,3.3,8.5,2.5,2.5,2026-03-12
28.5,15.3,13,22,3.3,8.5,2.5,2.5,2026-03-13
28.4,15.2,13.1,22.1,3.2,8.6,2.5,2.5,2026-03-14
28.5,15,13.4,22.2,3.2,8.4,2.5,2.5,2026-03-17
28.4,14.9,13.4,22.3,3.2,8.4,2.6,2.5,2026-03-18
28.5,14.9,13.4,22.3,3.2,8.4,2.7,2.5,2026-03-19
28.5,14.9,13.4,22.3,3.2,8.4,2.7,2.5,2026-03-20
28.6,15,13.3,22.1,3.3,8.4,2.6,2.5,2026-03-21
28.7,14.8,13.3,22.5,3.2,8.2,2.7,NA,2026-03-24
28.7,14.8,13.3,22.5,3.2,8.2,2.7,NA,2026-03-25
28.5,14.6,13.6,22.7,3.1,8.3,2.6,NA,2026-03-27
28.5,14.5,13.5,22.8,3.1,8.4,2.5,NA,2026-03-28
28.5,14.5,13.5,22.8,3.1,8.3,2.5,NA,2026-03-30
28.5,14.5,13.6,22.8,3.1,8.3,2.6,NA,2026-03-31
28.3,14.4,13.7,22.8,3.3,8.3,2.6,NA,2026-04-01
28.1,14.1,13.7,22.9,3.3,8.4,2.6,NA,2026-04-04
28.2,14.1,13.8,23,3.2,8.4,2.6,NA,2026-04-07
28.1,14.1,13.8,23,3.3,8.4,2.7,NA,2026-04-08
27.8,14.1,13.9,23.1,3.2,8.5,2.6,NA,2026-04-10
27.8,14.3,14,23.1,3.2,8.4,2.7,NA,2026-04-11
27.6,14.2,13.9,23.2,3.3,8.5,2.6,NA,2026-04-14
27.4,14.2,13.9,23.3,3.4,8.5,2.7,NA,2026-04-15
27.3,14.1,14.1,23.3,3.4,8.6,2.7,NA,2026-04-16
27.4,14.1,14,23.3,3.3,8.6,2.7,NA,2026-04-17
27.3,14.1,14,23.4,3.3,8.7,2.7,NA,2026-04-18
27.3,14.1,14,23.4,3.3,8.7,2.7,NA,2026-04-21
26.9,13.4,14.5,23.9,3.3,8.7,2.9,NA,2026-04-22
26.8,13.4,14.4,24.1,3.2,8.7,2.8,NA,2026-04-25
26.5,13.4,14.5,24.3,3.3,8.9,3,NA,2026-04-28
26.4,13.3,14.5,24.3,3.2,8.9,2.9,NA,2026-04-29
26.3,13.2,14.6,24.6,3.2,9,2.8,NA,2026-05-02
26.2,13.1,14.8,24.5,3.3,8.8,2.9,NA,2026-05-05
26.3,13.1,14.9,24.5,3.4,8.7,2.7,NA,2026-05-07
26.7,13.5,14.6,24,3.5,9,2.6,NA,2026-05-08
26.6,13.5,14.6,24.1,3.4,9,2.5,NA,2026-05-09
26.7,13.5,14.6,24,3.5,9,2.5,NA,2026-05-11
26.5,13.5,14.4,24.2,3.5,9,2.7,NA,2026-05-12
26.4,13.6,14.3,24.1,3.5,9.2,2.7,NA,2026-05-13
26.4,13.6,14.3,24.1,3.5,9.2,2.7,NA,2026-05-15
26.3,13.5,14.4,24.2,3.5,9.1,2.6,NA,2026-05-16
26.3,13.6,14.4,24.4,3.5,9.2,2.7,NA,2026-05-19
26.1,13.6,14.4,24.5,3.5,9.1,2.7,NA,2026-05-21
26,13.5,14.5,24.5,3.4,9.2,2.6,NA,2026-05-22
26,13.5,14.5,24.5,3.5,9.3,2.6,NA,2026-05-23
25.9,13.4,14.6,24.5,3.5,9.3,2.6,NA,2026-05-26
25.9,13.4,14.5,24.6,3.3,9.4,2.6,NA,2026-05-30
25.9,13.2,14.9,24.6,3.5,9.3,2.3,2.7,2026-06-01
25.7,13.2,14.8,24.6,3.7,9.2,2.4,2.7,2026-06-02
25.9,13.4,14.7,24.5,3.7,9.1,2.4,2.7,2026-06-03
26,13.4,14.7,24.5,3.6,9,2.4,2.7,2026-06-05
25.9,13.4,14.7,24.6,3.6,9.1,2.3,2.7,2026-06-06
25.9,13.3,14.7,24.6,3.6,9,2.4,2.7,2026-06-09
26,13.4,14.7,24.5,3.6,9.1,2.4,2.7,2026-06-11
26,13.5,14.6,24.6,3.6,9.1,2.4,2.7,2026-06-13
26.1,13.4,14.7,24.6,3.6,9.1,2.4,2.7,2026-06-15
25.7,13.4,14.7,24.7,3.7,9.2,2.6,2.7,2026-06-16
25.7,13.5,14.5,24.8,3.7,9.2,2.6,2.7,2026-06-19
25.7,13.5,14.3,24.8,3.7,9.2,2.5,2.7,2026-06-20
25.7,13.5,14.3,24.8,3.7,9.2,2.5,2.7,2026-06-22
25.7,13.5,14.2,24.8,3.7,9.2,2.6,NA,2026-06-23
25.7,13.6,14.1,24.9,3.8,9.2,2.6,NA,2026-06-24
25.7,13.6,14.1,25,3.8,9.2,2.6,NA,2026-06-27
25.5,13.5,14.1,25,3.9,8.9,2.6,NA,2026-06-28
25.4,13.4,14.1,24.9,3.9,9,2.7,NA,2026-06-30
25.3,13.4,14.1,24.9,3.9,9.1,2.7,NA,2026-07-01
25.3,13.3,14.3,24.8,3.9,9.1,2.7,NA,2026-07-02
25.2,13.4,14.4,24.7,3.8,9.1,2.6,NA,2026-07-03
